onset	duration	nwb_table	cond
11.067985840794002	3.0	trials	5
15.067999554472681	3.0	trials	6
19.0679799316479	3.0	trials	3
23.067993645326585	3.0	trials	8
27.067974022501804	3.0	trials	2
31.067987736180484	3.0	trials	1
35.067968113355704	3.0	trials	7
39.06798182703439	3.0	trials	1
43.06799554071306	3.0	trials	0
47.06797591788829	3.0	trials	4
51.06798963156697	3.0	trials	9
55.067970008742186	3.0	trials	0
59.06798372242087	3.0	trials	0
63.06799743609955	2.999999999999993	trials	9
67.06797781327477	3.0	trials	3
71.06799152695345	3.0	trials	7
75.06797190412867	3.0	trials	8
79.06798561780735	3.0	trials	7
83.06796599498257	3.0	trials	8
87.06797970866126	3.0	trials	9
91.06799342233994	3.0	trials	9
95.06797379951516	3.0	trials	8
99.06798751319384	3.0	trials	4
103.06796789036906	3.0	trials	4
107.06798160404774	3.0	trials	0
111.06799531772641	3.0	trials	2
115.06797569490163	3.0	trials	5
119.06798940858032	3.0	trials	1
123.06796978575554	3.0	trials	6
127.06798349943422	2.999999999999986	trials	3
131.06796387660944	3.0	trials	2
135.0679775902881	3.0	trials	4
139.0679913039668	3.0	trials	5
143.067971681142	3.0	trials	0
147.0679853948207	3.0	trials	6
151.06796577199592	3.0	trials	2
155.0679794856746	3.0	trials	1
159.06799319935328	3.0	trials	4
163.06797357652852	3.0	trials	1
167.06798729020718	3.0	trials	1
171.06796766738242	3.0	trials	0
175.0679813810611	3.0	trials	6
179.06799509473976	3.0	trials	8
183.067975471915	3.0	trials	8
187.06798918559366	3.0	trials	2
191.0679695627689	3.0	trials	2
195.06798327644756	3.0	trials	3
199.0679636536228	3.0	trials	9
203.06797736730147	3.0	trials	9
207.06799108098016	3.0	trials	1
211.06797145815537	3.0	trials	5
215.06798517183407	3.0	trials	9
219.06796554900927	3.0	trials	9
223.06797926268797	3.0	trials	4
227.06799297636664	3.0	trials	9
231.06797335354187	3.0	trials	8
235.06798706722054	3.0	trials	8
239.06796744439575	3.0	trials	7
243.06798115807445	3.0	trials	8
247.06796153524965	3.0	trials	6
251.06797524892835	3.0	trials	8
255.06798896260702	3.0000000000000284	trials	3
259.0679693397822	3.0	trials	9
263.0679830534609	3.0	trials	4
267.06796343063615	3.0	trials	9
271.06797714431485	3.0	trials	6
275.0679908579935	3.0	trials	6
279.0679712351687	3.0	trials	2
283.0679849488474	3.0	trials	0
287.0679653260226	3.0	trials	1
291.0679790397013	3.0	trials	8
295.06795941687653	3.0	trials	0
299.06797313055523	3.0	trials	9
303.0679868442339	3.0	trials	3
307.0679672214091	3.0	trials	7
311.0679809350878	3.0	trials	0
315.06796131226304	3.0	trials	1
319.0679750259417	3.0	trials	4
323.0679887396204	3.0	trials	0
327.0679691167956	3.0	trials	9
331.06798283047425	3.0	trials	8
335.0679632076495	3.0	trials	3
339.0679769213282	3.0	trials	0
343.0679906350069	3.0	trials	5
347.06797101218206	3.0	trials	2
351.06798472586075	3.0	trials	1
355.067965103036	3.0	trials	5
359.0679788167147	3.0	trials	4
363.06795919388986	3.0	trials	5
367.06797290756856	3.0	trials	2
371.06798662124726	3.0	trials	6
375.0679669984225	3.0	trials	5
379.06798071210113	3.0	trials	1
383.06796108927637	3.0	trials	4
387.06797480295506	3.0	trials	5
391.0679885166337	3.0	trials	6
395.06796889380894	3.0	trials	5
399.06798260748764	3.0	trials	7
403.06796298466287	3.0	trials	7
407.0679766983415	3.0	trials	5
411.06795707551674	3.0	trials	3
415.06797078919544	3.0	trials	1
419.06798450287414	3.0	trials	8
423.0679648800493	3.0	trials	3
427.067978593728	3.0	trials	8
431.06795897090325	3.0	trials	6
435.0679726845819	3.0	trials	4
439.0679863982606	3.0	trials	1
443.0679667754358	3.0	trials	5
447.0679804891145	3.0	trials	4
451.0679608662897	3.0	trials	0
455.0679745799684	3.0	trials	4
459.0679882936471	3.0	trials	0
463.0679686708223	3.0	trials	3
467.06798238450097	3.0	trials	7
471.0679627616762	3.0	trials	8
