onset	duration	nwb_table	cond
13.609696107346679	3.0	trials	1
17.609677041985854	3.0	trials	3
21.609691313133137	3.0	trials	8
25.609672247772316	3.0	trials	6
29.6096865189196	3.0000000000000036	trials	6
33.60970079006688	3.0	trials	0
37.60968172470606	3.0	trials	9
41.60969599585334	3.0	trials	8
45.60967693049252	3.0	trials	9
49.6096912016398	3.0	trials	2
53.60967213627898	3.0	trials	0
57.60968640742626	3.0	trials	1
61.609667342065435	3.0	trials	3
65.60968161321271	3.0	trials	1
69.60969588436001	3.0	trials	5
73.60967681899918	3.0	trials	7
77.60969109014647	3.0	trials	9
81.60967202478564	3.0	trials	7
85.60968629593292	3.0	trials	5
89.6096672305721	3.0	trials	4
93.60968150171938	3.0	trials	0
97.60966243635856	3.0	trials	7
101.60967670750584	3.0	trials	5
105.60969097865312	3.0	trials	0
109.6096719132923	3.0	trials	3
113.60968618443958	3.0	trials	8
117.60966711907876	3.0	trials	0
121.60968139022604	3.0	trials	7
125.60966232486523	2.999999999999986	trials	8
129.60967659601252	3.0	trials	6
133.60965753065167	3.0	trials	2
137.60967180179895	3.0	trials	5
141.60968607294626	3.0	trials	3
145.60966700758541	3.0	trials	2
149.60968127873272	3.0	trials	5
153.60966221337188	3.0	trials	3
157.60967648451916	3.0	trials	3
161.60965741915834	3.0	trials	4
165.60967169030562	3.0	trials	7
169.60968596145293	3.0	trials	3
173.60966689609208	3.0	trials	6
177.60968116723936	3.0	trials	8
181.60966210187854	3.0	trials	0
185.60967637302582	3.0	trials	5
189.609657307665	3.0	trials	3
193.60967157881228	3.0	trials	8
197.60965251345146	3.0	trials	6
201.60966678459874	3.0	trials	1
205.60968105574602	3.0	trials	5
209.6096619903852	3.0	trials	9
213.60967626153248	3.0	trials	1
217.60965719617167	3.0	trials	4
221.60967146731895	3.0	trials	8
225.60965240195813	3.0	trials	7
229.6096666731054	3.0	trials	1
233.6096476077446	3.0	trials	5
237.60966187889187	3.0	trials	1
241.60967615003915	3.0	trials	7
245.60965708467833	3.0	trials	8
249.6096713558256	3.0	trials	3
253.6096522904648	3.0	trials	0
257.6096665616121	3.0	trials	6
261.6096474962512	3.0	trials	2
265.60966176739856	3.0	trials	0
269.6096427020377	3.0	trials	3
273.609656973185	3.0	trials	8
277.6096712443323	3.0	trials	7
281.60965217897143	3.0	trials	7
285.60966645011877	3.0	trials	4
289.6096473847579	3.0	trials	1
293.6096616559052	3.0	trials	7
297.60964259054435	3.0	trials	1
301.60965686169163	3.0	trials	9
305.60967113283897	3.0	trials	6
309.6096520674781	3.0	trials	1
313.6096663386254	3.0	trials	5
317.60964727326456	3.0	trials	9
321.60966154441184	3.0	trials	2
325.60964247905105	3.0	trials	7
329.6096567501983	3.0	trials	0
333.6096376848375	3.0	trials	6
337.60965195598476	3.0	trials	4
341.60966622713204	3.0	trials	7
345.60964716177125	3.0	trials	9
349.60966143291853	3.0	trials	6
353.6096423675577	3.0	trials	4
357.60965663870496	3.0	trials	0
361.6096375733442	3.0	trials	3
365.60965184449145	3.0	trials	6
369.60966611563873	3.0	trials	4
373.6096470502779	3.0	trials	5
377.60966132142516	3.0	trials	2
381.6096422560644	3.0	trials	1
385.60965652721165	3.0	trials	4
389.6096374618508	3.0	trials	1
393.6096517329981	3.0	trials	7
397.6096326676373	3.0	trials	0
401.6096469387846	3.0	trials	7
405.60966120993186	3.0	trials	0
409.609642144571	3.0	trials	6
413.6096564157183	3.0	trials	1
417.6096373503575	3.0	trials	6
421.6096516215048	3.0	trials	4
425.60963255614394	3.0	trials	3
429.6096468272912	3.0	trials	0
433.6096277619304	3.0	trials	5
437.6096420330777	3.0	trials	9
441.609656304225	3.0	trials	8
445.60963723886414	3.0	trials	0
449.6096515100114	3.0	trials	2
453.60963244465063	3.0	trials	0
457.6096467157979	3.0	trials	1
461.60962765043706	3.0	trials	3
465.60964192158434	3.0	trials	5
469.6096561927316	3.0	trials	9
473.60963712737083	3.0	trials	9
477.6096513985181	3.0	trials	2
481.60963233315726	3.0	trials	8
485.60964660430454	3.0	trials	5
489.60962753894376	3.0	trials	2
493.60964181009103	3.0	trials	8
497.6096227447302	3.0	trials	5
501.60963701587747	3.0	trials	8
505.60965128702475	3.0	trials	5
509.60963222166396	3.000000000000057	trials	9
513.6096464928112	3.0	trials	4
517.6096274274504	3.0	trials	8
521.6096416985977	3.0	trials	3
525.6096226332369	3.0	trials	1
529.6096369043842	3.0	trials	8
533.6096178390234	3.0	trials	6
537.6096321101707	3.0	trials	1
541.6096463813179	3.0	trials	4
545.609627315957	3.0	trials	8
549.6096415871043	3.0	trials	3
553.6096225217435	3.0	trials	5
557.6096367928908	3.0	trials	9
561.60961772753	3.0	trials	2
565.6096319986773	3.0	trials	5
