onset	duration	nwb_table	cond
9.96371194190218	3.0	trials	3
13.96372476363142	2.9999999999999982	trials	1
17.963704248864634	3.0	trials	5
21.963717070593876	3.0	trials	1
25.963729892323116	3.0	trials	2
29.96370937755633	2.9999999999999964	trials	1
33.96372219928557	3.0	trials	0
37.96370168451879	3.0	trials	1
41.963714506248024	3.0	trials	0
45.96372732797727	3.0	trials	9
49.96370681321048	3.0	trials	5
53.96371963493972	3.0	trials	6
57.963732456668964	3.0	trials	1
61.963711941902176	3.0	trials	3
65.96372476363142	3.0	trials	7
69.96370424886463	3.0	trials	9
73.96371707059387	3.0	trials	0
77.96372989232312	3.0	trials	2
81.96370937755633	3.0	trials	5
85.96372219928557	3.0	trials	4
89.96370168451878	3.0	trials	1
93.96371450624802	3.0	trials	1
97.96372732797727	3.0	trials	4
101.96370681321048	3.0	trials	7
105.96371963493972	3.0	trials	0
109.96373245666896	3.0	trials	2
113.96371194190218	3.0	trials	6
117.96372476363142	3.0	trials	8
121.96370424886463	3.0	trials	5
125.96371707059387	3.0	trials	1
129.9637298923231	3.0	trials	8
133.9637093775563	3.0	trials	9
137.96372219928557	3.0	trials	6
141.96370168451878	3.0	trials	0
145.963714506248	3.0	trials	2
149.96372732797727	3.0	trials	2
153.96370681321048	3.0	trials	6
157.9637196349397	3.0	trials	8
161.96373245666896	3.0	trials	7
165.96371194190218	3.0	trials	6
169.9637247636314	3.0	trials	3
173.96370424886462	3.0	trials	7
177.96371707059387	3.0	trials	9
181.9637298923231	3.0	trials	6
185.9637093775563	3.0	trials	0
189.96372219928557	3.0	trials	7
193.9637350210148	3.0	trials	3
197.963714506248	3.0	trials	2
201.96372732797727	3.0	trials	7
205.96370681321048	3.0	trials	7
209.9637196349397	3.0	trials	7
213.96373245666896	3.0	trials	5
217.96371194190218	3.0	trials	7
221.9637247636314	3.0	trials	8
225.96370424886462	3.0	trials	1
229.96371707059387	3.0	trials	3
233.9637298923231	3.0	trials	9
237.9637093775563	3.0	trials	1
241.96372219928557	3.0	trials	6
245.96370168451878	3.0	trials	4
249.963714506248	3.0	trials	7
253.96372732797727	3.0	trials	5
257.9637068132105	3.0	trials	4
261.9637196349397	3.0	trials	4
265.96373245666894	3.0	trials	6
269.96371194190215	3.0	trials	8
273.96372476363143	3.0	trials	4
277.96370424886464	3.0	trials	3
281.9637170705939	3.0	trials	5
285.9637298923231	3.0	trials	6
289.9637093775563	3.0	trials	4
293.96372219928554	3.0	trials	8
297.96370168451875	3.0	trials	4
301.96371450624804	3.0	trials	2
305.96372732797727	3.0	trials	1
309.9637068132105	3.0	trials	8
313.9637196349397	3.0	trials	0
317.96373245666894	3.0	trials	1
321.96371194190215	3.0	trials	3
325.96372476363143	3.0	trials	9
329.96370424886464	3.0	trials	3
333.9637170705939	3.0	trials	4
337.9637298923231	3.0	trials	4
341.9637093775563	3.0	trials	2
345.96372219928554	3.0	trials	5
349.96370168451875	3.0	trials	4
353.96371450624804	3.0	trials	9
357.96372732797727	3.0	trials	8
361.9637068132105	3.0	trials	4
365.9637196349397	3.0	trials	3
369.96373245666894	3.0	trials	6
373.96371194190215	3.0	trials	9
377.9637247636314	3.0	trials	3
381.96370424886464	3.0	trials	0
385.9637170705939	3.0	trials	7
389.9637298923231	3.0	trials	2
393.9637093775563	3.0	trials	6
397.96372219928554	3.0	trials	5
401.96370168451875	3.0	trials	6
405.963714506248	3.0	trials	8
409.96372732797727	3.0	trials	2
413.9637068132105	3.0	trials	0
417.9637196349397	3.0	trials	8
421.96373245666894	3.0	trials	2
425.96371194190215	3.0	trials	3
429.9637247636314	3.0	trials	6
433.9637042488646	3.0	trials	0
437.9637170705939	3.0	trials	6
441.9637298923231	3.0	trials	7
445.9637093775563	3.0	trials	4
449.96372219928554	3.0	trials	5
453.96370168451875	3.0	trials	2
457.963714506248	3.0	trials	6
461.96372732797727	3.0	trials	4
465.9637068132105	3.0	trials	9
469.9637196349397	3.0	trials	4
473.96373245666894	3.0	trials	0
477.96371194190215	3.0	trials	7
481.9637247636314	3.0	trials	8
485.9637042488646	3.0	trials	3
489.9637170705939	3.0	trials	5
493.9637298923231	3.0	trials	0
