participant_id	original_participant_id	species	sex
sub-BPO5	sub-BPO5	Mus musculus	M
sub-BPP1	sub-BPP1	Mus musculus	F
sub-BPU4	sub-BPU4	Mus musculus	M
sub-BPV4	sub-BPV4	Mus musculus	F
sub-BPV5	sub-BPV5	Mus musculus	F
sub-BQD3	sub-BQD3	Mus musculus	M
sub-BQE3	sub-BQE3	Mus musculus	F
sub-BRC5	sub-BRC5	Mus musculus	M
